"BillType","BillNumber","CurrentStatus","LDOA","IntroDate","ActualBillNumber","BillParty1","BillParty2","BillParty3","GovernorAction","GovernorDateOfAction","PamphletLaw","ChapterLaw","EffectOnStatutes","EffectiveDate","Codification","FirstPrime","SecondPrime","ThirdPrime","Synopsis","EfDateNote","IdenticalBillNumber","LastSessionFullBillNumber","OldBillNumber","ProposedDate","Abstract","ModDate","FNCertified"
"A  ",2703,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2703","R",,,,,,,,,,"Bergen, Brian ",,,"Excludes military compensation of military personnel serving outside of this State from gross income tax.",,"S627","A314 S2686","A4025 S3537",12/26/2023 0:00:00,"Military comp. from military personnel serving outside of St.-exempts income tax",5/5/2025 0:00:00,"Y"
"A  ",2704,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2704","R",,,,,,,,,,"Bergen, Brian ",,,"Establishes credit under sales and use tax for certain small businesses that collect and remit sales and use tax.",,"S841","A873 S1865","A2724 S1447",12/26/2023 0:00:00,"Small businesses that collect and remit sales tax-establish credit",2/1/2024 0:00:00,"Y"
"A  ",2705,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2705","R","D",,,,,,,,,"Bergen, Brian ","DeAngelo, Wayne P.",,"Authorizes issuance of license plates series honoring military academies that represent five branches of United States military.",,,"A874 S1882","A4045 S2462",12/26/2023 0:00:00,"Military academies-authorize license plate representing 5 branches, US military",1/31/2024 0:00:00,"Y"
"A  ",2706,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2706","R",,,,,,,,,,"Bergen, Brian ",,,"Limits to 14 days effective period of certain emergency orders, rules, or regulations.",,,"A875 S900","A4147 S2482",1/5/2024 0:00:00,"State of emergency-concerns the issuance of certain orders, rules & regulations",9/12/2024 0:00:00,"N"
"A  ",2707,"APS",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2707","R",,,,,,,,,,"Bergen, Brian ",,,"Requires law enforcement officers and recruits to undergo self-defense training; appropriates $250,000 to Police Training Commission.",,,"A876","A4392",12/21/2023 0:00:00,"Law enforcement training-require self-defense training;$250K",1/29/2024 0:00:00,"Y"
"A  ",2708,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2708","R","R",,,,,,,,,"Bergen, Brian ","Webber, Jay ",,"Prohibits elected officers of municipality from accepting employment with municipality in which they hold office.",,,"A877 S2510","A4702",12/21/2023 0:00:00,"Elected municipal officers-prohibit employment w/mun. in which they hold office",12/26/2023 0:00:00,"N"
"A  ",2709,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2709","R",,,,,,,,,,"Bergen, Brian ",,,"Authorizes voluntary donation of expired food or food waste to farmers; authorizes donations if farmer waives liability.",,"S2909","A880 S2684","A4937 S3106",1/5/2024 0:00:00,"Expired food/food waste to farmers-auth. voluntary donation, farmer waive liab.",1/5/2024 0:00:00,"N"
"A  ",2710,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2710","R","D",,,,,,,,,"Bergen, Brian ","Moen, William F.",,"""Made in New Jersey Tax Credit Act""; provides CBT tax credits to taxpayers that purchase ""New Jersey made"" products.",,"S2659  ","A881","A5023 S3183",12/21/2023 0:00:00,"Made in NJ Tax Credit Act-provide CBT tax credit, purchase NJ made products",1/30/2024 0:00:00,"Y"
"A  ",2711,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2711","R",,,,,,,,,,"Bergen, Brian ",,,"Establishes New Jersey Veteran Grant Program in Higher Education Student Assistance Authority.",,,"A882","A5422 S3576",12/21/2023 0:00:00,"Veteran Grant Program in Higher Education Student Assistance Authority-establish",1/31/2024 0:00:00,"Y"
"A  ",2712,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2712","R",,,,,,,,,,"Bergen, Brian ",,,"Establishes NJ Military Family Relief Fund; provides for designation on State gross income tax return to permit taxpayers to make voluntary contributions to military family relief fund.",,"S2981","A883 S2441","A5423 S3575",12/21/2023 0:00:00,"Military Family Relief Fund-establish; provides vol contrib on income tax return",12/26/2023 0:00:00,"N"
"A  ",2713,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2713","R",,,,,,,,,,"Bergen, Brian ",,,"Provides additional home ownership assistance for certain military service members.",,,"A884","A5424 S3574",12/21/2023 0:00:00,"Home ownership assistance, certain military service members-provides additional",1/29/2024 0:00:00,"Y"
"A  ",2714,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2714","R",,,,,,,,,,"Bergen, Brian ",,,"Establishes ""Bring Veterans to New Jersey Program.""",,"S3030","A885 S2440","A5426 S3572",12/21/2023 0:00:00,"Bring Veterans to New Jersey Program-establishes",1/29/2024 0:00:00,"Y"
"A  ",2715,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2715","R",,,,,,,,,,"Bergen, Brian ",,,"Requires EDA to establish program providing grants to qualified veterans purchasing franchises.",,"S1332","A886 S590","A5427 S3571",12/21/2023 0:00:00,"Veterans, qualif., purchasing franchises-EDA establish program provding grants",1/30/2024 0:00:00,"Y"
"A  ",2716,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2716","R",,,,,,,,,,"Bergen, Brian ",,,"Exempts qualified veterans from paying certain firearm related fees.",,,"A887","A5428 S3570",12/21/2023 0:00:00,"Veterans, qualified-exempt from paying certain firearm related fees",1/29/2024 0:00:00,"Y"
"A  ",2717,"AMV",9/26/2024 0:00:00,1/9/2024 0:00:00,"A2717","R",,,,,,,,,,"Bergen, Brian ",,,"Authorizes proportional property tax exemption for honorably discharged veterans having a service-connected permanent disability and proclaims that the State shall reimburse municipalities for costs of exemption.",,"S58","A888 w/c S522","A5429 w/c",12/26/2023 0:00:00,"Veteran, service-connected disability-proportional property tax exemption",10/17/2024 0:00:00,"Y"
"A  ",2718,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2718","R",,,,,,,,,,"Bergen, Brian ",,,"Requires public institutions of higher education to waive tuition and fees for Medal of Honor and Purple Heart Medal military recipients.",,,"A889 S2551","A5430 S3569",12/21/2023 0:00:00,"Medal of Honor/Purple Heart Medal mil recipients-higher ed waive tuition/fees",1/31/2024 0:00:00,"Y"
"A  ",2719,"AJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2719","R","D","R",,,,,,,,"Bergen, Brian ","Calabrese, Clinton ","DePhillips, Christopher P.","Provides employer and employee protections pursuant to the use of legalized cannabis items.",,"S2628  ","A890 S3189","A5522 S3525",12/21/2023 0:00:00,"Cannabis items, legalized-provides employer & employee protections to the use of",1/31/2024 0:00:00,"Y"
"A  ",2720,"AED",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2720","R",,,,,,,,,,"Bergen, Brian ",,,"Limits requirements for school districts to include instructions on diversity and inclusion as part of implementation of New Jersey Student Learning Standards to grades 9 through 12.",,,"A891","A5560",12/21/2023 0:00:00,"School diversity & inclusion instruction-limits requirements to include",12/26/2023 0:00:00,"N"
"A  ",2721,"AHE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2721","R",,,,,,,,,,"Bergen, Brian ",,,"""Volunteer Medical Professional Health Care Act.""",,"S818","A892 S1746","A5616 S3662",12/21/2023 0:00:00,"Volunteer Medical Professional Health Care Act-concerns immunity for civil liab.",1/17/2024 0:00:00,"N"
"A  ",2722,"AHE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2722","R",,,,,,,,,,"Bergen, Brian ",,,"Provides employment protections for certain medical professionals diagnosed with post-traumatic stress disorder under certain conditions.",,,"A893","A5770",12/21/2023 0:00:00,"Medical prof. diagnosed w/post-traumatic stress disorder-prov. emp. protections",12/26/2023 0:00:00,"N"
"A  ",2723,"APS",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2723","R",,,,,,,,,,"Bergen, Brian ",,,"Requires law enforcement officers in State to annually pass physical fitness examination; appropriates $500,000.",,,"A894","A5772",12/21/2023 0:00:00,"Law enforcement officer physical fitness examination-req. to annually pass;$500K",1/31/2024 0:00:00,"Y"
"A  ",2724,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2724","R",,,,,,,,,,"Bergen, Brian ",,,"Authorizes issuance of Operation Desert Storm license plates.",,,"A895","A5928 S3911",1/5/2024 0:00:00,"Operation Desert Storm license plates-authorizes issuance",1/31/2024 0:00:00,"Y"
"A  ",2725,"AST",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2725","R",,,,,,,,,,"Bergen, Brian ",,,"Provides supplemental appropriation of $20 million for loan redemption program and tuition reimbursement program for certain teachers of science, technology, engineering, and mathematics.",,"S2180","A896 S546","A6076 S4073",12/21/2023 0:00:00,"Loan redemption & tuition reimb prog, cert teachers-provide suppl approp of $20M",1/17/2024 0:00:00,"N"
"A  ",2726,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2726","R",,,,,,,,,,"Bergen, Brian ",,,"Exempts honorably discharged veterans from payment of passenger motor vehicle registration fee; requires notification of eligible motorists.",,,"A897","A6077 S4062",12/21/2023 0:00:00,"Motor veh regis fee for veteran-exempt honorably discharged & released from pymt",1/31/2024 0:00:00,"Y"
"A  ",2727,"APS",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2727","R",,,,,,,,,,"Bergen, Brian ",,,"Removes requirement that certain special law enforcement officers turn in firearm at end of shift.",,"S803","A898 S689","A6137 S3863",12/21/2023 0:00:00,"Law enforcement officer, special-removes req. to turn in firearm at end of shift",1/17/2024 0:00:00,"N"
"A  ",2728,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2728","R",,,,,,,,,,"Bergen, Brian ",,,"Revises factors for determining employment or independent contractor status under certain State labor laws.",,"S1338","A899 S599","A6249 S4262",12/21/2023 0:00:00,"Employment or independent contractor status-revises factor for determining",1/30/2024 0:00:00,"Y"
"A  ",2729,"ATR",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2729","R",,,,,,,,,,"Bergen, Brian ",,,"Requires MVC to make mobile units available to reduce service delays at overcrowded agencies.",,"S2578  ","A3365 S1111","A4977 S3195",12/21/2023 0:00:00,"MVC mobile units-make available, reduce service delays at overcrowded agencies",12/26/2023 0:00:00,"N"
"A  ",2730,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2730","R",,,,,,,,,,"Bergen, Brian ",,,"Exempts transfers of residential real property between family members from inheritance tax.",,"S556","A3366 S882","A3446 w/c",12/21/2023 0:00:00,"Residential real property between family members-exempts from inheritance tax",1/30/2024 0:00:00,"Y"
"A  ",2731,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2731","R",,,,,,,,,,"Bergen, Brian ",,,"Provides free or reduced fee beach access to certain New Jersey National Guard members.",,"S2300  ","A3367 S1171","S2306",12/21/2023 0:00:00,"Beach access fee-provides free or reduced to certain National Guard members",12/26/2023 0:00:00,"N"
"A  ",2732,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2732","R",,,,,,,,,,"Bergen, Brian ",,,"""Assistance to Firefighters' Families Act""; doubles pension amounts for beneficiaries of certain deceased volunteer emergency service providers; provides for burial expenses and adjusts life insurance coverage for volunteer firefighters; permits fire code inspection surcharge.",,"S1204","A3368 S918","S1579",12/21/2023 0:00:00,"Asst. to Firefighters' Families Act-deceased vol emerg svc prov, doubles pension",1/29/2024 0:00:00,"Y"
"A  ",2733,"ATR",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2733","R",,,,,,,,,,"Bergen, Brian ",,,"Provides gross income tax deduction for certain donated vehicles.",,"S555","A3369 S881","A2014",12/21/2023 0:00:00,"Vehicles, donated-provides gross income tax deduction",1/30/2024 0:00:00,"Y"
"A  ",2734,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2734","R",,,,,,,,,,"Bergen, Brian ",,,"Increases annual property tax deduction for senior citizens and disabled persons from $250 to $500.",,"S1534","A3370 S1584","A3662 w/c S1331",12/21/2023 0:00:00,"Senior and disabled citizens-increases annual property tax deduction",1/30/2024 0:00:00,"Y"
"A  ",2735,"AMV",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2735","R",,,,,,,,,,"Bergen, Brian ",,,"Increases from $750 to $3,000 annual State payment made to certain veterans and their surviving spouses.",,"S1333","A3386 S591","S3573 A5425",12/21/2023 0:00:00,"State payments made to veterans/surviving spouse for injuries-increase to $3,000",1/29/2024 0:00:00,"Y"
"A  ",2736,"AEN",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2736","R",,,,,,,,,,"Bergen, Brian ",,,"Authorizes deer hunting on Sunday with bow and arrow or firearms on federal military land subject to approval of appropriate federal military authority.",,,"A3520 S1118",,1/5/2024 0:00:00,"Deer hunting on federal military land-authorizes on Sunday, subject to approval",1/5/2024 0:00:00,"N"
"A  ",2737,"AED",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2737","R",,,,,,,,,,"Bergen, Brian ",,,"Allows public schools to let certain students not enrolled in school participate in high school interscholastic athletics; allows public high schools in same district to enter into cooperative sports programs under certain conditions.",,"S1553","A4143 S2445","S1358",12/21/2023 0:00:00,"Interscholastic athletics-public school student, not enrolled in sch participate",1/17/2024 0:00:00,"N"
"A  ",2738,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2738","R",,,,,,,,,,"Bergen, Brian ",,,"Requires grants from federal COVID-19 relief programs be disbursed proportionally based on population.",,"S2462  ","A4144 S2111","S3538 A5393",12/21/2023 0:00:00,"COVID-19 relief programs, federal-req grants be disbursed based on population",5/2/2024 0:00:00,"N"
"A  ",2739,"AJU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2739","R",,,,,,,,,,"Bergen, Brian ",,,"Increases mandatory minimum term of imprisonment for certain repeat sex offenders.",,"S2371","A4145 S2127","S564",12/21/2023 0:00:00,"Sex offenders, repeat-increases mandatory minimum term of imprisonment",1/29/2024 0:00:00,"Y"
"A  ",2740,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2740","R",,,,,,,,,,"Bergen, Brian ",,,"Exempts certain veterans from gross income tax.",,"S868","A4565 S3229",,12/21/2023 0:00:00,"Veterans, certain-exempts from gross income tax",4/10/2025 0:00:00,"Y"
"A  ",2741,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2741","R",,,,,,,,,,"Bergen, Brian ",,,"Allows tax credits for employing members of NJ National Guard and members of reserve component of US Armed Forces.",,"S2566","A4566 S3227",,12/21/2023 0:00:00,"Natl Guard & Armed Forces reserve component-allow tax credits for employing memb",1/30/2024 0:00:00,"Y"
"A  ",2742,"ACE",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2742","R",,,,,,,,,,"Bergen, Brian ",,,"Requires certain funds from Main Street Recovery Fund to be used for grants for veteran-owned small businesses.",,"S867","A4567 S3059",,12/21/2023 0:00:00,"Veteran-owned small business-certain Main Street Recovery Fd be used for grants",2/22/2024 0:00:00,"N"
"A  ",2743,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2743","R",,,,,,,,,,"Bergen, Brian ",,,"Establishes Veterans Suicide Prevention Commission.",,"S3807  ","A4568",,12/21/2023 0:00:00,"Veterans Suicide Prevention Commission-establishes",4/10/2025 0:00:00,"N"
"A  ",2744,"AHU",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2744","R",,,,,,,,,,"Bergen, Brian ",,,"Requires DHS to prepare and submit report to Governor and Legislature regarding impact of Medicaid expansion on veterans and their families.",,,"A4569 S3127",,12/21/2023 0:00:00,"Veterans & Medicaid expansion-req DHS prepare & submit report regarding impact",12/26/2023 0:00:00,"N"
"A  ",2745,"AHO",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2745","R",,,,,,,,,,"Bergen, Brian ",,,"Directs DCA to end veteran homelessness within three years.",,"S2573","A4570 S3190",,1/5/2024 0:00:00,"Veteran homelessness-directs DCA to end within three years",1/29/2024 0:00:00,"Y"
"A  ",2746,"ALA",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2746","D",,,,,,,,,,"Greenwald, Louis D.",,,"Requires restaurant employees to receive periodic sexual harassment training.",,"S1094","A814","A3652 S900",12/26/2023 0:00:00,"Sexual harassment training-restaurant employees required to receive",1/17/2024 0:00:00,"N"
"A  ",2747,"AOF",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2747","D","D","D",,,,,,,,"Greenwald, Louis D.","Murphy, Carol A.","Katz, Andrea ","Removes plenary retail distribution license limit for certain stores.",,"S101","A1283 (1R) S1960","A1264 S1466",12/26/2023 0:00:00,"Plenary retail distribution license-removes limit from certain stores",4/4/2024 0:00:00,"Y"
"A  ",2748,"AOF",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2748","D",,,,,,,,,,"Greenwald, Louis D.",,,"Establishes limited retail religious distribution license.",,,"A1284","A1265",12/26/2023 0:00:00,"Limited retail religious distribution license-establishes",3/5/2025 0:00:00,"Y"
"A  ",2749,"AFI",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2749","D","D",,,,,,,,,"Greenwald, Louis D.","Schaer, Gary S.",,"Decreases the premium receipts tax for surplus lines insurance coverage.",,,"A1285","A1266",12/26/2023 0:00:00,"Surplus lines insurance coverage-decreases premium",1/30/2024 0:00:00,"Y"
"A  ",2750,"ASL",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2750","D","D",,,,,,,,,"Greenwald, Louis D.","DeAngelo, Wayne P.",,"Authorizes State constitutional convention to reform system of property taxation; makes appropriation.",,,"A1286","A1268",12/26/2023 0:00:00,"Property taxation-authorizes State constitutional convention to reform",3/3/2025 0:00:00,"N"
"A  ",2751,"AHI",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2751","D","D","D",,,,,,,,"Greenwald, Louis D.","Quijano, Annette ","Reynolds-Jackson, Verlina ","Establishes teacher recruitment grant program in DOE; appropriates $6 million to DOE.",,"S142","A1287 (1R) S2317","A1270 S1644",12/26/2023 0:00:00,"Teacher recruitment grant program-establishes in DOE;$6M",3/5/2025 0:00:00,"Y"
"A  ",2752,"ARP",1/9/2024 0:00:00,1/9/2024 0:00:00,"A2752","D",,,,,,,,,,"Greenwald, Louis D.",,,"Revises law concerning the rights and responsibilities of motor vehicle franchisees and franchisors.",,,"A1288","A1271",12/26/2023 0:00:00,"Motor veh franchisees/franshisors-revises law concerning rights/responsibilities",12/26/2023 0:00:00,"N"
