BillType,BillNumber,CurrentStatus,LDOA,IntroDate,ActualBillNumber,BillParty1,BillParty2,BillParty3,GovernorAction,GovernorDateOfAction,PamphletLaw,ChapterLaw,EffectOnStatutes,EffectiveDate,Codification,FirstPrime,SecondPrime,ThirdPrime,Synopsis,EfDateNote,IdenticalBillNumber,LastSessionFullBillNumber,OldBillNumber,ProposedDate,Abstract,ModDate,FNCertified,billuuid
A  ,337,AJU,2024-01-09,2024-01-09,A337,R,D,,,,,,,,,"Swift, Claire S.","DeAngelo, Wayne P.",,Creates offenses related to election officials; permits election workers to shield personal information from public.,,S167,A4356 S2717,,2023-11-20,Election officials & workers-creates offenses; shield personal information,2024-02-28,Y,847fd1b9-e958-4b24-bef4-5f19fb1887e1
A  ,338,ACE,2024-01-09,2024-01-09,A338,R,,,,,,,,,,"Swift, Claire S.",,,"""Gas Tax Rebate""; provides temporary gross income tax credit to certain taxpayers to offset rising gas prices.",,,A4472,,2023-11-20,Gas Tax Rebate-provides temporary income tax credit to offset rising gas prices,2024-01-30,Y,030949b4-e95e-4e14-9424-d6b9e4ce4f09
A  ,339,AED,2024-01-09,2024-01-09,A339,R,,,,,,,,,,"Swift, Claire S.",,,Establishes school district grant program in DOE to reimburse public school teachers for classroom material expenditures.,,S171,A4477 S2896,,2023-11-20,"Teachers-estab school dist grant prog, reimb for classroom material expenditures",2024-01-29,Y,0d095fc3-eee9-46f7-8c6d-d448e68671cc
A  ,340,ALA,2024-01-09,2024-01-09,A340,R,,,,,,,,,,"Swift, Claire S.",,,Provides tax credits to restaurant owners to offset increase in State minimum wage rate.,,S629,A4493 S2836,,2023-11-20,"Restaurant owner-provide tax credits, offset increase in State minimum wage rate",2024-01-30,Y,99751b64-34c2-4630-ba6c-7f35e55f6d28
A  ,341,AJU,2024-01-09,2024-01-09,A341,R,R,,,,,,,,,"Swift, Claire S.","Guardian, Donald A.",,Requires temporary detention and notification to parent or guardian of underage person who unlawfully purchases or possesses alcoholic beverages or cannabis.,,S181,A4846 S3456,,2023-11-20,Minors' alcohol & cannabis use-req temp detention & parent/guardian notification,2024-01-31,Y,ade84dab-3832-41de-a4e7-ab4bd8abaff3
A  ,342,APS,2024-01-09,2024-01-09,A342,R,R,,,,,,,,,"Swift, Claire S.","Guardian, Donald A.",,Permits appointment of Class Three special law enforcement officers by county sheriffs.,,S174,A4999 S3037,,2023-11-20,"Law enforcement officers, Class Three special-permits appt. by county sheriffs",2024-01-18,N,ad1c62c3-ebe5-4810-84f7-0516afe52b45
A  ,343,AJU,2024-01-09,2024-01-09,A343,R,R,,,,,,,,,"Swift, Claire S.","Guardian, Donald A.",,"Requires grading of offenses involving manufacturing, distributing, and dispensing heroin based on dosage units in addition to weight.",,S190,A5371 S3877,,2023-11-20,Controlled dangerous substances-concerns grading offense based on dosage units,2024-01-29,Y,a73cb654-e28e-4d79-93ae-a9746ae76ade
A  ,344,AAP,2024-01-09,2024-01-09,A344,R,,,,,,,,,,"Swift, Claire S.",,,Provides gross income tax credit for A-list performing artists for income derived from certain live performances contracted for and rendered within the Atlantic City Tourism District on a recurring basis and within the State.,,S150,S1109,S489,2023-11-20,"Artists, A-list performing-provides gross income tax credit, live performances",2024-01-30,Y,0f222e8c-8fcd-41ff-8efb-8aa602677ef5
A  ,345,AHI,2024-01-09,2024-01-09,A345,R,,,,,,,,,,"Swift, Claire S.",,,"Establishes ""New Jersey Higher Education Funding Formula Commission.""",,S157,S1737,S1230 (1R),2023-11-20,Higher Education Funding Formula Commission-establishes,2024-01-18,N,edae8ba1-7231-445a-928a-98de04c168d7
A  ,346,ATR,2024-01-09,2024-01-09,A346,R,,,,,,,,,,"Swift, Claire S.",,,Requires preservation of employee benefits and contractual rights as condition of sale of Atlantic City International Airport.,,S158,S2191,,2023-11-20,Atlantic City International Airport-concerns certain employee benefits,2024-01-18,N,836dc1d8-ed50-4645-858e-d539b4ed104c
A  ,347,AHI,2024-01-09,2024-01-09,A347,R,R,,,,,,,,,"Swift, Claire S.","Matsikoudis, Michele ",,Provides tuition-free credits to certain institutions of higher education for certain law enforcement officers and firefighters and their spouses and dependents.,,S168,S2837,,2023-11-20,"Tuition-free credits, law enforce/firefighters & their spouses & dependents-prov",2024-05-02,Y,5e6309f1-9d6c-46a7-94e3-631c0097d1d6
A  ,348,AHI,2024-01-09,2024-01-09,A348,R,,,,,,,,,,"Swift, Claire S.",,,Requires public institutions of higher education to adopt test-optional admissions policy.,,S173,S2898,,2023-11-20,Test-optional admissions policy-req. public instit. of higher education to adopt,2024-01-18,N,04cf599a-91af-4d3c-825f-f5e48ef7b279
A  ,349,AAP,2024-01-09,2024-01-09,A349,R,,,,,,,,,,"Swift, Claire S.",,,"Provides sales tax exemption for maintaining, servicing, or repairing of aircraft and sales of machinery or equipment and replacement parts installed on aircraft within aviation district.",,S176,S3064,,2023-11-20,"Aircraft within aviation district, services & equipment-prov sales tax exemption",2024-01-30,Y,992f5d92-127f-4299-8526-1787099fbd59
A  ,350,AED,2024-01-09,2024-01-09,A350,R,,,,,,,,,,"Swift, Claire S.",,,Provides that certain sending school districts will continue to have representation on certain receiving boards of education despite decreases in enrollment numbers.,,S179,S3399,,2023-11-20,Boards of Ed-continue representation despite decrease in enrollment numbers,2024-01-18,N,7d61e715-7798-450b-b06d-4df27f5af3ef
A  ,351,AED,2024-01-09,2024-01-09,A351,R,,,,,,,,,,"Swift, Claire S.",,,"Establishes Elementary Home Reading Grant Program; appropriates $500,000 to DOE from federal funds.",,S185,S3677,,2023-11-20,Elementary Home Reading Grant Program-establish; approp. to DOE $500K,2024-01-29,Y,d0813898-634a-450f-b467-1f4ea4647ab7
A  ,352,AHI,2024-01-09,2024-01-09,A352,R,,,,,,,,,,"Swift, Claire S.",,,Requires Secretary of Higher Education to establish guidelines regarding best practices for student financial aid offers.,,S188,S3690,,2023-11-20,Financial aid offers-req Secretary of Higher Ed. to estab guidelines for student,2024-01-18,N,e512f364-0e71-47d2-9165-4fc1ff455065
A  ,353,ASL,2024-01-09,2024-01-09,A353,R,,,,,,,,,,"Swift, Claire S.",,,Requires public employers that offer deferred compensation retirement plans to also offer Roth contribution option.,,S192,S4012,,2023-11-20,Deferred comp retirement plans-req employers also offer Roth contribution option,2024-01-30,Y,686df742-4922-4121-a8f0-abfe19f0f458
A  ,354,AJU,2024-01-09,2024-01-09,A354,R,,,,,,,,,,"Swift, Claire S.",,,Clarifies regional municipal court jurisdiction over State Police and other matters originating outside of participating municipalities.,,S194,S4040,,2023-11-20,"Regional municipal court jurisdiction, State Police and other matters-clarifies",2024-01-30,Y,e7e522db-c80f-4232-b82d-1832804651b4
A  ,355,APS,2024-01-09,2024-01-09,A355,D,,,,,,,,,,"Stanley, Sterley S.",,,Revises requirements and training standards for first responders under New Jersey Highway Traffic Safety Act of 1987.,,,A1264,A3360 S1606,2024-01-05,First responders-revises requirements and training standards,2024-01-05,N,5d9d8a4e-f66c-41d6-968b-7c6208559c8f
A  ,356,AHE,2024-01-09,2024-01-09,A356,D,,,,,,,,,,"Stanley, Sterley S.",,,"Establishes Office of Alcohol, Drug, and Tobacco Use Control Policy to reduce incidence of substance use disorder and tobacco use.",,,A1265,A3364,2023-11-22,"Alcohol, Drug & Tobacco Use Control Policy-establish",2024-01-30,Y,56b8ee79-31ee-4ad8-996f-96fc923cadf4
A  ,357,ATU,2024-01-09,2024-01-09,A357,D,D,,,,,,,,,"Stanley, Sterley S.","Calabrese, Clinton ",,Exempts solar energy systems from building fees.,,S231,A1266 S2607,A3578,2023-11-22,Solar energy systems-exempts from building fees,2025-03-11,Y,03665ce8-3068-42b7-bae2-f816d1d90f13
A  ,358,AJU,2024-01-09,2024-01-09,A358,D,,,,,,,,,,"Stanley, Sterley S.",,,"Authorizes attorneys, county clerks and deputy  county clerks who validates affidavit, acknowledge, proof, oath, or affirmation to affix seal indicating authority to perform validation.",,,A1275,A5670,2023-11-22,"Notary seals-auth attorneys & cert St officers to affix seal, perform validation",2023-11-22,N,74025e1c-c852-48bc-b650-9c2e565bbda2
A  ,359,ASL,2024-01-09,2024-01-09,A359,D,,,,,,,,,,"Stanley, Sterley S.",,,Removes requirement for promulgation by Governor of national census.,,,A1279,A6113 (1R) S4161 (1R),2023-11-22,Governor-remove requirement for promulgation of national census,2023-11-22,N,5fb9b07a-41f6-453a-8408-d0d57b778dfc
A  ,360,APS,2024-09-12,2024-01-09,A360,D,D,,,,,,,,,"Stanley, Sterley S.","Calabrese, Clinton ",,Revises law prohibiting feeding of black bear.,,S765,A1967 S1891,A4641,2024-01-05,Black bear-revises law prohibiting feeding,2025-03-04,N,8dd53c84-91c8-42eb-95a9-66c79158b31c
A  ,361,ACE,2024-01-09,2024-01-09,A361,D,,,,,,,,,,"Stanley, Sterley S.",,,Permits certain businesses to complete business registration certificate and annual report together.,,S1347,A2695 S1816,,2023-11-22,Permits certain businesses to complete reg. cert & annual report together,2024-01-18,N,7dea0323-acce-45c4-be9a-871c5a2c0336
A  ,362,AHU,2024-01-09,2024-01-09,A362,D,,,,,,,,,,"Stanley, Sterley S.",,,Requires infection control training for nursing home and assisted living administrator licensure and certification.,,,A2763 S1074,A4862 S3042,2023-11-22,Infection control training-req. for nursing home/asst. living admin. lic./cert.,2024-01-17,N,daab8885-169c-4975-a641-d471bb65a2a5
A  ,363,ASL,2024-01-09,2024-01-09,A363,D,,,,,,,,,,"Stanley, Sterley S.",,,Permits State and county boards of election to purchase or lease decomissioned letter collection boxes for use as ballot drop boxes.,,S2416  ,A3091 S913,S2974,2023-11-22,Ballot drop boxes-permits use of decommissioned letter collection boxes,2023-11-22,N,f55bc4ee-f832-49b4-881f-9759a1d95ab0
A  ,364,AFI,2024-01-09,2024-01-09,A364,D,,,,,,,,,,"Stanley, Sterley S.",,,Requires health insurance coverage for certain student athlete physical examinations.,,S1753,A3662 S2134,S567,2023-11-22,Student athlete physical examinations-requires insurance cover,2024-01-30,Y,72dab75c-9cab-4e8b-9ca8-62c5e3afe2f6
A  ,365,ACE,2024-01-09,2024-01-09,A365,D,,,,,,,,,,"Stanley, Sterley S.",,,Prohibits cropping or altering the tail or ears of dog; establishes as animal cruelty offense.,,,A3680 S1925,A1211,2023-11-22,Dogs-prohibits cropping or altering the tail or ears; animal cruelty offense,2024-01-17,N,d2d9a96f-2ba0-46bf-a91c-80f229814f56
A  ,366,ACO,2024-01-09,2024-01-09,A366,D,,,,,,,,,,"Stanley, Sterley S.",,,Prohibits sale of certain products using advertisements alluding to controlled dangerous substances or analogs.,,S2741  ,A3725 S2336,S1510,2023-11-22,Advertisements alluding to CDS or analogs-prohibits sale of certain products,2023-11-22,N,aa2b347f-03b3-46fb-aa2a-aea74692ade9
A  ,367,AOF,2024-01-09,2024-01-09,A367,D,,,,,,,,,,"Stanley, Sterley S.",,,Requires ABC to waive fee for alcoholic beverage COVID-19 Expansion Permit.,,S102,A3726 S1961,S3317 A5137,2023-11-22,Alcoholic beverage COVID-19 Expansion Permit-require ABC to waive fee,2024-01-31,Y,a0ecbee3-e64d-4a5b-a909-90689d5322bd
A  ,368,AHU,2024-01-09,2024-01-09,A368,D,,,,,,,,,,"Stanley, Sterley S.",,,Requires county boards of health to ensure on-site COVID-19 vaccines are available to persons age 65 and older residing in certain facilities; appropriates $2 million.,,,A3727 S1328,S3886 A5908 w/c,2024-01-05,Persons 65 or older residing in cert fac-on-site COVID-19 vaccines are available,2024-01-30,Y,9f53adb5-5276-4e7e-ab6f-b5fed3316e7c
A  ,369,AJU,2024-01-09,2024-01-09,A369,D,,,,,,,,,,"Stanley, Sterley S.",,,Prohibits possession of firearm by person convicted of animal cruelty.,,,A3841,A1572 S746,2023-11-22,Firearms-prohibits possession by person convicted of animal cruelty,2024-01-30,Y,163f33bc-22e4-411f-8098-2ade343cca89
A  ,370,AOF,2024-01-09,2024-01-09,A370,D,,,,,,,,,,"Stanley, Sterley S.",,,Clarifies certain responsibilities of licensed wineries and retail salesrooms.,,,A3842,A1566 S2064,2023-11-22,"Wineries and retail salesrooms, licensed-clarifies certain responsibilities",2023-11-22,N,5533b418-4494-44fb-8bd0-55f230a15e7a
A  ,371,ASL,2024-01-09,2024-01-09,A371,D,,,,,,,,,,"Stanley, Sterley S.",,,"Concerns expenses to municipalities for tree purchase, planting, and removal.",,S314,A4133 S132,A3579 S221,2023-11-22,"Tree purchase, planting and removal-concerns expenses to municipalities",2024-01-18,N,7396a434-6626-4866-a5d9-3f3afaae4355
A  ,372,AHI,2024-01-09,2024-01-09,A372,D,,,,,,,,,,"Stanley, Sterley S.",,,Establishes loan redemption program for teachers to redeem loan amounts received under the New Jersey College Loans to Assist State Students Loan Program through employment in public or nonpublic schools in New Jersey.,,,A4136 S1716,S95,2023-11-22,Teachers loan redemption program-estab to Assist State Students Loan Program,2024-01-31,Y,bd633e50-bc91-45f9-96d9-2b4a3d88335c
A  ,373,AFI,2024-01-09,2024-01-09,A373,D,D,,,,,,,,,"Stanley, Sterley S.","Reynolds-Jackson, Verlina ",,Mandates access to periodic cancer screening examinations for volunteer firefighters; increases tax on fire insurance premiums.,,,A5081 S3405,,2023-11-22,"Cancer screening examination, periodic-mandate access for volunteer firefighters",2024-06-03,Y,0d983581-1f6d-462f-95ba-2db1f1708863
A  ,374,AHU,2024-01-09,2024-01-09,A374,D,D,D,,,,,,,,"Stanley, Sterley S.","Atkins, Reginald W.","Speight, Shanique ",Requires Medicaid coverage of social day care services for senior citizens.,,S1826,A5126,,2024-01-05,Medicaid-require coverage of social day care services for senior citizens,2024-05-10,Y,9ed2e5a7-f040-42c9-83b0-b50109c5e1b6
A  ,375,ARP,2025-05-15,2024-01-09,A375 Acs (ACS),D,D,,,,,,,,,"Stanley, Sterley S.","Speight, Shanique ",,"Establishes three-year pilot program in Middlesex, Monmouth, and Union counties for electronic monitoring of certain offenders; appropriates $15 million.*",,S2471 w/c,A5245 (1R) S3975,,2023-11-22,"Electronic monitoring, certain offenders-establish program; appropriates $50M",2025-05-16,Y,35ddbe38-1a54-4516-b118-4c1cf9d40a1d
A  ,376,AHO,2024-01-09,2024-01-09,A376,D,D,,,,,,,,,"Stanley, Sterley S.","Carter, Linda S.",,Provides reimbursement to emergency shelter following certain evictions.,,S1434,A5291 S3676,,2023-11-22,Emergency shelter-provide reimbursement following certain evictions,2025-03-03,Y,34511897-2001-46a2-9c4e-d55ab988a4ae
A  ,377,AED,2024-01-09,2024-01-09,A377,D,D,D,,,,,,,,"Stanley, Sterley S.","Speight, Shanique ","Atkins, Reginald W.","Clarifies policy analysis and development under ""Anti-Bullying Bill of Rights Act""; strengthens investigations; amends definition of harassment, intimidation, and bullying; and allows anti-bullying specialists to receive remuneration.",,,A5579,,2023-11-22,Anti-Bullying Bill of Rights Act-clarifies policy analysis & development,2024-09-12,Y,e844bc7a-c2fb-4495-a9ed-bf72300e93cf
A  ,378,SCM,2024-04-11,2024-01-09,A378 Acs (ACS),D,D,D,,,,,,,,"Stanley, Sterley S.","Speight, Shanique ","Reynolds-Jackson, Verlina ","Requires health insurance carriers, health care providers, and hospitals and health care facilities to change manner of communications of protected health information under certain circumstances.*",,,A5580,,2023-11-22,Health insurance carriers-prohibits from disclosing cert identifying information,2024-04-11,N,b3249791-ad29-4d54-930c-dbf96faaba95
A  ,379,AOF,2024-01-09,2024-01-09,A379,R,R,R,,,,,,,,"Auth, Robert ","Fantasia, Dawn ","Sauickie, Alex ","Repeals the ""Agreement Among the States to Elect the President by National Popular Vote.""",,S3649,A139 S2252,A161 S2653,2023-11-22,"Agreement Among the States, Elect the President by National Popular Vote-repeal",2025-03-17,N,4bd06319-622f-4a18-85d6-9d491373b75c
A  ,380,ACE,2024-01-09,2024-01-09,A380,R,,,,,,,,,,"Auth, Robert ",,,Requires prescriptions for animals to be issued in name of animal owner; prohibits unnamed persons from possessing prescribed drugs; and requires Prescription Monitoring Program to include information about controlled substances prescribed by veterinarians.,,,A188,A1503,2024-01-05,Animal prescriptions-required to be issued in owner's name,2024-01-05,N,075fe21f-98d1-419d-a7d6-72bf32c1aab7
A  ,381,AFI,2024-01-09,2024-01-09,A381,R,,,,,,,,,,"Auth, Robert ",,,"""Consumer Freedom From Unwanted Expense in Health Insurance Coverage Act.""",,S685,A1389 S3414,A546 S148,2023-11-22,Consumer Freedom From Unwanted Expense in Health Insurance Coverage Act,2024-01-18,N,2a2dd6a9-6d6e-4db4-a0f7-ce3c9ee2f01a
A  ,382,AFI,2024-01-09,2024-01-09,A382,R,,,,,,,,,,"Auth, Robert ",,,"""Health Care Consumer's Out-of-Network Protection, Transparency, Cost Containment and Accountability Act.""",,,A1390,A547,2023-11-22,"Health Care Consumer Out-of-Network Prot., Transparency, Cost Containment & Acct",2023-11-22,N,873b8fa0-4a9a-44d8-84ff-5ee86b6cebfe
A  ,383,APS,2024-01-09,2024-01-09,A383,R,,,,,,,,,,"Auth, Robert ",,,Permits certain firefighter training courses to be taken online.,,,A1391,A548,2023-11-22,"Firefighting training courses, certain-take online",2024-01-30,N,6a672533-a4e6-4416-9bd3-f7cfac078e9e
A  ,384,AEN,2024-01-09,2024-01-09,A384,R,R,,,,,,,,,"Auth, Robert ","Inganamort, Michael ",,Requires DEP to reimburse local units for costs incurred in responding to emergencies in State parks and forests.,,S631,A1392 S2969,A549,2023-11-22,"Parks and forests, State-DEP reimburse local units, responding to emergencies",2025-01-14,Y,bd53f5b9-f70c-4b95-8074-24fc14245617
A  ,385,ACW,2024-01-09,2024-01-09,A385,R,,,,,,,,,,"Auth, Robert ",,,Establishes civil immunity for damages arising out of birth injury or congenital defect for physicians providing prenatal care under certain circumstances.,,,A1393,A550,2024-01-05,Birth injury or congenital defect damages-establish physician civil immunity,2024-01-05,N,268044c9-ac2e-4059-a01e-c7cf0efd8ae4
